transaction_id,customer_age,customer_tenure_days,product_category,unit_price,quantity,discount_pct,total_amount,is_returning_customer,payment_method,day_of_week,is_fraud
1243,58,58,Home,96.93,3,3.5,280.61,0,COD,Tue,0
1244,32,16,Clothing,44.07,2,9.1,80.12,1,Debit Card,Thu,0
1245,51,35,Beauty,34.89,3,27.6,75.78,0,Credit Card,Wed,0
1246,39,355,Books,25.88,5,18.4,105.59,0,Debit Card,Sun,0
1247,33,854,Sports,51.82,1,28.3,37.15,1,Debit Card,Sat,0
1248,18,243,Home,66.34,3,21.7,155.83,0,Credit Card,Sun,0
1249,36,313,Sports,52.31,3,7.6,145.0,0,PayPal,Sun,0
1250,19,161,Home,120.01,3,27.4,261.38,0,Credit Card,Sat,0
1251,50,239,Books,24.78,3,14.8,63.34,0,COD,Wed,0
1252,56,810,Books,27.06,1,8.2,24.84,0,Credit Card,Sat,0
1253,28,350,Home,97.2,6,18.8,473.56,0,PayPal,Fri,0
1254,42,1190,Home,173.24,2,19.3,279.61,0,PayPal,Fri,0
1255,29,572,Clothing,46.19,2,6.4,86.47,0,Debit Card,Sat,0
1256,30,547,Clothing,40.95,3,32.1,83.42,0,Credit Card,Fri,0
1257,47,524,Books,40.93,7,45.0,157.58,1,Debit Card,Fri,0
1258,38,543,Electronics,350.39,6,5.7,1982.51,0,UPI,Fri,0
1259,59,705,Books,39.85,1,25.4,29.73,0,Debit Card,Sat,0
1260,32,132,Clothing,37.77,5,10.7,168.64,0,Debit Card,Fri,0
1261,50,178,Clothing,36.48,3,19.3,88.32,0,Debit Card,Sat,0
1262,39,569,Books,10.07,4,19.0,32.63,0,PayPal,Fri,0
1263,48,993,Electronics,308.38,4,8.3,1131.14,1,UPI,Tue,0
1264,33,213,Sports,61.64,2,25.0,92.46,1,UPI,Fri,0
1265,37,137,Sports,31.95,3,45.0,52.72,0,Credit Card,Sun,0
1266,37,48,Home,136.47,2,11.7,241.01,0,UPI,Tue,0
1267,28,34,Clothing,39.99,1,9.5,36.19,0,PayPal,Fri,0
1268,46,349,Electronics,204.12,2,22.4,316.79,0,COD,Thu,0
1269,46,109,Beauty,17.67,3,14.1,45.54,0,Debit Card,Thu,0
1270,45,954,Electronics,261.36,3,13.4,679.01,1,UPI,Sat,0
1271,56,64,Sports,71.52,2,20.4,113.86,0,Credit Card,Tue,0
1272,55,242,Sports,59.0,5,35.1,191.46,0,Debit Card,Sun,0
1273,34,536,Electronics,190.04,2,8.3,348.53,0,Debit Card,Thu,0
1274,42,162,Books,47.53,6,11.0,253.81,1,Credit Card,Sat,0
1275,31,200,Home,54.86,2,25.8,81.41,0,Debit Card,Tue,0
1276,38,1586,Home,69.92,3,1.5,206.61,1,Credit Card,Sat,0
1277,31,48,Electronics,281.89,2,9.2,511.91,0,UPI,Thu,0
1278,57,349,Books,24.02,2,5.7,45.3,0,Debit Card,Thu,0
1279,42,169,Electronics,150.32,6,8.2,827.96,0,Credit Card,Tue,0
1280,35,74,Sports,89.15,2,29.6,125.52,0,Debit Card,Sat,0
1281,52,1105,Home,119.63,2,26.0,177.05,1,Credit Card,Sun,0
1282,18,399,Books,9.32,3,27.7,20.22,0,Credit Card,Fri,0
1283,18,108,Sports,63.94,4,26.7,187.47,0,Debit Card,Fri,0
1284,48,271,Books,20.13,5,3.1,97.53,0,Credit Card,Fri,0
1285,39,566,Home,82.98,2,45.0,91.28,0,Debit Card,Thu,0
1286,41,210,Clothing,43.77,4,39.2,106.45,0,Debit Card,Sat,0
1287,22,203,Home,111.42,1,9.3,101.06,0,Credit Card,Mon,0
1288,38,309,Clothing,52.23,4,34.2,137.47,0,Credit Card,Thu,0
1289,62,125,Sports,43.36,2,2.6,84.47,1,PayPal,Sat,0
1290,48,8,Clothing,59.32,2,24.8,89.22,0,PayPal,Thu,0
1291,40,968,Clothing,25.01,2,13.9,43.07,1,Credit Card,Sun,0
1292,33,21,Beauty,26.82,3,44.1,44.98,0,Credit Card,Sat,0
1293,33,366,Clothing,30.17,3,21.9,70.69,0,UPI,Wed,0
1294,18,48,Sports,44.45,1,45.0,24.45,0,UPI,Fri,0
1295,41,47,Clothing,88.32,2,16.8,146.96,0,Debit Card,Fri,0
1296,48,275,Electronics,131.48,1,35.4,84.94,0,Debit Card,Wed,0
1297,19,95,Books,3.0,1,3.5,2.9,0,Credit Card,Sat,0
1298,30,733,Home,102.8,4,19.2,332.25,0,UPI,Sat,0
1299,24,106,Sports,50.9,5,19.8,204.11,0,Debit Card,Sat,0
1300,26,831,Home,87.84,3,13.3,228.47,0,Credit Card,Fri,0
1301,39,721,Electronics,362.84,3,10.3,976.4,1,Debit Card,Sat,0
1302,18,1183,Clothing,56.59,1,26.8,41.42,1,Credit Card,Wed,0
1303,45,376,Clothing,38.19,5,33.7,126.6,0,Credit Card,Sat,0
1304,47,960,Home,91.28,2,32.1,123.96,0,Debit Card,Sat,0
1305,35,83,Clothing,54.18,4,9.5,196.13,0,Credit Card,Wed,0
1306,18,720,Home,100.4,3,9.2,273.49,0,Credit Card,Fri,0
1307,26,131,Sports,60.44,2,2.1,118.34,0,Debit Card,Tue,0
1308,53,809,Home,111.11,3,39.0,203.33,1,PayPal,Wed,0
1309,18,482,Books,8.43,4,32.7,22.69,0,Debit Card,Fri,0
1310,34,321,Clothing,43.57,6,7.8,241.03,0,COD,Thu,0
1311,24,409,Beauty,24.27,3,6.5,68.08,1,Credit Card,Fri,0
1312,48,385,Clothing,58.36,2,33.4,77.74,1,Debit Card,Sat,0
1313,30,108,Home,94.88,4,17.3,313.86,0,Debit Card,Sat,0
1314,43,389,Clothing,21.72,2,16.3,36.36,0,Credit Card,Tue,0
1315,45,1192,Electronics,164.78,3,20.4,393.49,1,Credit Card,Wed,0
1316,60,359,Clothing,38.03,2,36.0,48.68,0,Credit Card,Fri,0
1317,36,54,Electronics,205.05,5,14.7,874.54,0,PayPal,Sun,0
1318,43,754,Sports,91.44,4,6.7,341.25,0,Debit Card,Mon,0
1319,20,117,Clothing,138.03,3,15.9,348.25,0,PayPal,Thu,0
1320,52,509,Sports,25.37,3,21.0,60.13,1,Credit Card,Mon,0
1321,29,28,Home,94.72,1,12.1,83.26,0,Debit Card,Tue,0
1322,31,152,Clothing,46.11,2,15.0,78.39,0,Credit Card,Sat,0
1323,38,10,Clothing,42.25,3,17.3,104.82,0,COD,Fri,0
1324,19,330,Electronics,266.04,3,24.2,604.97,0,Credit Card,Fri,0
1325,41,279,Beauty,31.61,3,45.0,52.16,0,COD,Tue,0
1326,50,294,Electronics,193.86,4,18.6,631.21,0,COD,Mon,0
1327,42,651,Beauty,30.31,2,4.9,57.65,1,COD,Wed,0
1328,19,189,Electronics,267.31,3,45.0,441.06,0,UPI,Sat,0
1329,37,128,Clothing,52.89,1,5.6,49.93,1,Debit Card,Mon,0
1330,47,18,Electronics,235.01,2,34.4,308.33,0,UPI,Tue,0
1331,18,313,Books,3.0,2,16.7,5.0,0,Credit Card,Tue,0
1332,25,594,Home,233.61,2,29.8,327.99,0,Credit Card,Fri,0
1333,49,936,Sports,68.05,3,45.0,112.28,1,COD,Sun,0
1334,41,41,Clothing,58.76,3,12.2,154.77,0,Credit Card,Thu,0
1335,43,54,Electronics,184.18,3,14.1,474.63,0,Credit Card,Sat,0
1336,60,112,Beauty,32.06,4,11.8,113.11,0,UPI,Wed,0
1337,44,874,Home,99.51,4,45.0,218.92,1,UPI,Sun,0
1338,46,189,Beauty,15.36,3,23.3,35.34,0,Credit Card,Wed,0
1339,71,402,Home,89.83,2,6.9,167.26,0,UPI,Mon,0
1340,35,109,Books,12.12,2,16.8,20.17,0,Debit Card,Sat,0
1341,28,431,Electronics,178.3,5,11.1,792.54,1,PayPal,Sun,0
1342,43,4,Sports,41.26,5,6.0,193.92,1,UPI,Thu,0
1343,43,308,Electronics,223.4,5,43.7,628.87,0,Debit Card,Mon,1
1344,32,51,Beauty,48.92,3,33.9,97.01,0,Credit Card,Wed,0
1345,26,1115,Electronics,230.28,1,2.1,225.44,1,UPI,Thu,0
1346,66,101,Beauty,19.84,7,15.1,117.91,0,Debit Card,Tue,0
1347,42,41,Beauty,20.91,1,12.1,18.38,1,COD,Fri,0
1348,29,755,Beauty,26.29,1,7.5,24.32,1,PayPal,Fri,0
1349,49,42,Home,61.44,7,8.4,393.95,0,Credit Card,Mon,0
1350,37,156,Home,99.52,4,1.1,393.7,0,Credit Card,Mon,0
1351,35,1117,Beauty,48.17,4,7.6,178.04,1,UPI,Thu,0
1352,45,245,Home,77.77,3,5.0,221.64,0,Credit Card,Sat,0
1353,22,642,Books,8.89,3,13.1,23.18,0,UPI,Fri,0
1354,42,38,Clothing,38.73,3,10.9,103.53,1,UPI,Fri,0
1355,61,136,Home,86.0,1,22.7,66.48,0,Debit Card,Tue,0
1356,44,719,Clothing,48.09,5,39.2,146.19,0,UPI,Wed,0
1357,33,65,Books,11.27,3,7.5,31.27,0,Credit Card,Sun,0
1358,32,73,Electronics,165.78,4,12.1,582.88,0,Debit Card,Sat,0
1359,33,66,Clothing,25.53,4,33.4,68.01,0,UPI,Sun,0
1360,35,2070,Beauty,30.69,3,24.7,69.33,1,Credit Card,Fri,0
1361,33,389,Home,127.75,5,27.1,465.65,1,Credit Card,Tue,0
1362,49,98,Sports,76.85,3,37.4,144.32,0,Credit Card,Sat,0
1363,18,521,Clothing,75.86,2,24.9,113.94,0,COD,Fri,0
1364,48,190,Home,77.07,4,5.6,291.02,0,Debit Card,Wed,0
1365,33,35,Home,118.22,3,45.0,195.06,0,Credit Card,Sat,0
1366,43,795,Clothing,30.59,5,29.0,108.59,0,Credit Card,Fri,0
1367,24,601,Books,14.67,3,22.4,34.15,1,Debit Card,Thu,0
1368,54,569,Electronics,391.15,2,45.0,430.26,1,Credit Card,Wed,0
1369,53,88,Home,116.15,4,21.6,364.25,0,Credit Card,Tue,0
1370,50,508,Electronics,393.57,2,12.1,691.9,1,Debit Card,Wed,0
1371,20,186,Books,3.8,6,4.6,21.75,0,PayPal,Wed,0
1372,48,322,Beauty,28.62,1,10.6,25.59,0,Credit Card,Sat,0
1373,43,1032,Electronics,159.67,6,9.6,866.05,1,Debit Card,Sat,0
1374,19,828,Home,79.7,3,27.8,172.63,1,PayPal,Wed,0
1375,38,305,Home,98.91,4,33.4,263.5,0,Credit Card,Sun,0
1376,42,229,Books,20.56,4,3.1,79.69,0,PayPal,Sat,0
1377,45,439,Electronics,186.36,5,8.8,849.8,0,PayPal,Sat,0
1378,40,661,Clothing,37.9,4,6.0,142.5,0,Credit Card,Wed,0
1379,41,505,Beauty,33.85,2,27.5,49.08,1,Debit Card,Wed,0
1380,56,195,Home,95.92,3,4.9,273.66,0,COD,Sat,0
1381,53,33,Beauty,20.05,4,28.0,57.74,0,Debit Card,Tue,0
1382,18,255,Clothing,23.16,2,20.3,36.92,1,UPI,Fri,0
1383,34,9,Sports,48.71,3,32.7,98.35,1,PayPal,Thu,0
1384,36,59,Electronics,135.62,2,13.9,233.54,0,UPI,Sun,0
1385,18,533,Electronics,164.22,2,9.3,297.9,1,Credit Card,Sat,0
1386,39,300,Home,78.21,3,18.9,190.28,0,UPI,Fri,0
1387,53,301,Home,94.51,4,20.2,301.68,0,Credit Card,Sun,0
1388,25,288,Books,6.46,3,26.4,14.26,0,Credit Card,Sun,0
1389,42,336,Clothing,96.89,1,7.9,89.24,0,PayPal,Sun,0
1390,27,460,Clothing,28.94,1,5.8,27.26,0,Credit Card,Tue,0
1391,30,683,Beauty,45.81,5,45.0,125.98,1,Debit Card,Thu,0
1392,56,736,Clothing,42.51,3,39.6,77.03,1,Debit Card,Sat,0
1393,31,177,Books,10.1,5,34.6,33.03,0,UPI,Thu,0
1394,44,117,Books,25.71,4,3.8,98.93,0,Credit Card,Sat,0
1395,18,923,Electronics,187.75,6,32.4,761.51,0,Credit Card,Thu,0
1396,60,94,Books,26.77,3,34.7,52.44,0,Credit Card,Mon,0
1397,45,1559,Beauty,56.13,4,5.8,211.5,1,Credit Card,Fri,0
1398,36,978,Beauty,13.92,3,14.6,35.66,0,UPI,Mon,0
1399,45,190,Electronics,201.93,5,41.4,591.65,0,PayPal,Sat,0
1400,21,609,Home,85.99,2,36.4,109.38,0,PayPal,Mon,0
1401,52,1053,Sports,98.21,5,2.9,476.81,1,UPI,Sun,0
1402,34,22,Home,75.89,3,8.9,207.41,0,Debit Card,Tue,0
1403,36,382,Clothing,114.21,1,45.0,62.82,0,UPI,Fri,0
1404,32,654,Electronics,286.95,3,21.3,677.49,1,Credit Card,Sat,0
1405,31,673,Books,3.66,4,5.4,13.85,0,PayPal,Sun,0
1406,46,36,Beauty,18.04,2,36.9,22.77,0,UPI,Thu,0
1407,41,398,Sports,65.19,4,11.8,229.99,0,Credit Card,Mon,0
1408,46,49,Sports,40.21,2,11.3,71.33,0,Credit Card,Fri,0
1409,38,520,Clothing,54.51,1,11.5,48.24,0,UPI,Fri,0
1410,44,41,Books,18.96,2,34.1,24.99,0,Credit Card,Tue,0
1411,33,249,Electronics,144.75,3,0.8,430.78,0,UPI,Tue,0
1412,65,240,Electronics,156.96,2,45.0,172.66,0,Debit Card,Sat,0
1413,19,141,Electronics,296.43,4,31.8,808.66,0,Debit Card,Fri,0
1414,53,160,Sports,29.56,3,22.6,68.64,0,Debit Card,Thu,0
1415,54,67,Electronics,317.18,4,11.5,1122.82,0,UPI,Sat,0
1416,28,156,Home,125.09,2,2.4,244.18,1,PayPal,Fri,0
1417,65,761,Home,96.34,3,2.1,282.95,1,Credit Card,Wed,0
1418,50,1885,Clothing,27.53,4,1.2,108.8,1,UPI,Fri,0
1419,50,93,Home,116.53,3,45.0,192.27,0,PayPal,Wed,0
1420,38,2343,Electronics,185.56,3,38.8,340.69,1,UPI,Sat,0
1421,35,1463,Clothing,26.48,3,19.9,63.63,1,UPI,Fri,0
1422,35,496,Home,173.76,2,24.2,263.42,1,Credit Card,Mon,0
1423,43,539,Beauty,22.01,1,13.3,19.08,0,Debit Card,Wed,0
1424,55,17,Books,20.95,1,6.2,19.65,0,UPI,Sat,0
1425,40,318,Beauty,33.15,2,24.2,50.26,0,Debit Card,Wed,0
1426,27,255,Clothing,43.94,1,4.1,42.14,0,COD,Tue,0
1427,48,149,Electronics,370.11,4,2.5,1443.43,0,PayPal,Sat,0
1428,49,1073,Clothing,39.39,4,18.0,129.2,0,UPI,Sun,0
1429,46,399,Sports,52.71,2,22.8,81.38,0,PayPal,Mon,0
1430,47,1831,Electronics,247.39,3,2.9,720.65,1,Credit Card,Mon,0
1431,35,47,Electronics,235.91,5,12.9,1027.39,0,UPI,Tue,0
1432,27,427,Sports,65.03,3,45.0,107.3,0,Credit Card,Mon,0
1433,28,171,Sports,65.99,3,8.3,181.54,0,UPI,Tue,0
1434,18,757,Electronics,233.05,2,25.1,349.11,0,Credit Card,Mon,0
1435,41,101,Beauty,25.93,4,45.0,57.05,0,Credit Card,Tue,0
1436,37,866,Home,119.85,4,16.9,398.38,1,PayPal,Wed,0
1437,33,937,Home,76.35,3,0.4,228.13,1,Debit Card,Thu,0
1438,18,670,Home,107.26,5,12.0,471.94,1,Credit Card,Tue,0
1439,23,676,Sports,97.52,2,8.9,177.68,0,UPI,Wed,0
1440,51,150,Electronics,173.55,7,45.0,668.17,0,Debit Card,Mon,0
1441,30,273,Beauty,69.6,2,38.5,85.61,1,Debit Card,Sun,0
1442,42,143,Electronics,171.44,4,45.0,377.17,0,Debit Card,Mon,0
1443,21,336,Books,3.86,1,32.8,2.59,0,Debit Card,Tue,0
1444,55,246,Books,31.94,2,18.3,52.19,0,Credit Card,Wed,0
1445,36,233,Beauty,35.01,4,18.1,114.69,0,Credit Card,Sat,0
1446,41,50,Sports,61.53,1,13.3,53.35,0,Debit Card,Thu,0
1447,66,1324,Beauty,39.95,2,39.6,48.26,1,PayPal,Wed,0
1448,56,36,Books,30.46,3,4.8,86.99,0,Debit Card,Wed,0
1449,34,28,Clothing,92.73,3,25.2,208.09,0,COD,Thu,0
1450,31,3,Sports,58.89,2,41.0,69.49,0,PayPal,Mon,0
1451,34,414,Home,64.34,3,41.5,112.92,0,UPI,Sun,0
1452,44,1547,Clothing,37.1,4,26.8,108.63,1,Credit Card,Thu,0
1453,37,48,Home,105.54,4,9.4,382.48,0,Credit Card,Wed,0
1454,33,39,Clothing,53.34,4,24.2,161.73,0,Credit Card,Fri,1
1455,56,290,Home,107.54,3,4.1,309.39,0,PayPal,Tue,0
1456,37,333,Clothing,33.43,1,27.3,24.3,0,UPI,Fri,0
1457,66,1454,Clothing,66.33,2,10.2,119.13,0,Credit Card,Sat,0
1458,39,25,Sports,118.19,1,5.3,111.93,0,UPI,Sat,0
1459,59,577,Sports,60.62,3,6.2,170.58,1,Credit Card,Thu,0
1460,42,195,Home,172.01,3,6.5,482.49,0,PayPal,Wed,0
1461,50,209,Sports,81.25,7,8.6,519.84,0,Credit Card,Fri,0
1462,29,789,Clothing,97.83,2,35.3,126.59,1,Credit Card,Sat,0
1463,28,138,Clothing,53.1,3,20.3,126.96,0,Debit Card,Wed,0
1464,44,417,Sports,62.94,2,26.6,92.4,0,Debit Card,Tue,0
1465,50,16,Books,31.37,3,45.0,51.76,0,Credit Card,Fri,0
1466,38,26,Beauty,25.78,1,30.4,17.94,0,Debit Card,Tue,0
1467,23,678,Clothing,51.89,1,19.2,41.93,0,Credit Card,Wed,0
1468,22,77,Clothing,71.69,5,11.8,316.15,0,Debit Card,Tue,0
1469,21,516,Electronics,293.08,2,27.5,424.97,1,Debit Card,Thu,0
1470,18,133,Sports,59.35,4,36.1,151.7,0,Credit Card,Fri,0
1471,39,1078,Clothing,48.27,3,24.2,109.77,1,Debit Card,Thu,0
1472,52,508,Home,125.73,1,22.6,97.32,1,COD,Tue,0
1473,38,361,Electronics,283.49,2,11.3,502.91,0,Debit Card,Mon,0
1474,18,545,Books,11.4,2,9.4,20.66,0,Credit Card,Wed,0
1475,36,1644,Clothing,50.68,6,10.0,273.67,1,Credit Card,Tue,0
1476,36,181,Beauty,22.48,4,13.0,78.23,0,UPI,Sat,0
1477,63,793,Home,86.31,1,15.0,73.36,0,PayPal,Wed,0
1478,21,375,Electronics,258.54,2,8.8,471.58,0,PayPal,Wed,0
1479,33,1,Electronics,294.31,3,7.3,818.48,0,UPI,Thu,0
1480,58,493,Electronics,281.27,3,20.8,668.3,0,Credit Card,Sat,0
1481,43,184,Books,17.21,2,30.9,23.78,0,COD,Thu,0
1482,45,31,Beauty,28.45,3,17.1,70.76,0,PayPal,Tue,0
1483,39,64,Clothing,29.83,1,13.8,25.71,0,COD,Tue,0
1484,42,7,Home,57.7,2,4.7,109.98,1,Debit Card,Wed,0
1485,47,989,Clothing,46.3,4,28.7,132.05,1,UPI,Thu,0
1486,28,128,Sports,96.52,1,3.8,92.85,0,Debit Card,Wed,0
1487,49,916,Sports,62.13,7,4.0,417.51,1,Credit Card,Fri,0
1488,22,530,Beauty,58.5,7,7.2,380.02,0,UPI,Sat,0
1489,42,46,Electronics,207.72,3,29.7,438.08,0,Debit Card,Sat,0
1490,40,154,Home,92.19,4,6.9,343.32,0,Credit Card,Thu,0
1491,31,249,Sports,42.41,2,18.3,69.3,0,UPI,Thu,0
1492,38,228,Clothing,39.85,6,9.8,215.67,0,Debit Card,Sun,0
1493,31,252,Books,7.67,3,15.7,19.4,0,Credit Card,Fri,0
1494,25,390,Sports,34.93,2,8.2,64.13,0,UPI,Fri,0
1495,34,1151,Beauty,19.9,3,1.6,58.74,1,Debit Card,Fri,0
1496,25,146,Books,10.75,2,12.4,18.83,1,Debit Card,Mon,0
1497,42,123,Home,71.94,3,21.4,169.63,0,UPI,Mon,0
1498,24,7,Sports,50.37,5,13.3,218.35,0,PayPal,Wed,0
1499,47,280,Clothing,51.94,3,45.0,85.7,0,Credit Card,Sat,0
1500,24,410,Sports,34.89,3,21.1,82.58,0,Credit Card,Thu,0
1501,31,141,Home,88.39,2,10.5,158.22,0,Debit Card,Fri,0
1502,31,59,Beauty,40.37,2,19.5,65.0,0,Debit Card,Tue,0
1503,54,284,Sports,83.22,5,25.0,312.08,0,Credit Card,Thu,0
1504,42,143,Home,110.24,4,5.1,418.47,0,COD,Sat,0
1505,35,333,Clothing,44.19,4,19.2,142.82,0,Credit Card,Sun,0
1506,44,1215,Electronics,176.85,5,13.6,763.99,1,Credit Card,Mon,0
1507,18,942,Beauty,29.15,3,15.4,73.98,0,Credit Card,Wed,0
1508,37,526,Books,31.51,1,34.3,20.7,1,Credit Card,Wed,0
1509,62,524,Clothing,49.51,3,31.4,101.89,1,Credit Card,Thu,0
1510,40,996,Beauty,28.9,1,8.7,26.39,1,Credit Card,Sat,0
1511,39,120,Sports,73.09,1,45.0,40.2,0,PayPal,Mon,0
1512,45,509,Sports,61.05,1,22.3,47.44,1,PayPal,Sun,0
1513,49,666,Books,26.08,4,9.1,94.83,0,Credit Card,Sat,0
1514,18,334,Sports,55.04,7,15.1,327.1,0,UPI,Mon,0
1515,18,9,Beauty,25.94,4,24.6,78.24,0,UPI,Wed,0
1516,41,201,Electronics,311.76,2,44.0,349.17,0,Debit Card,Thu,0
1517,29,933,Sports,30.32,3,12.4,79.68,1,Debit Card,Fri,0
1518,54,757,Home,116.01,3,19.8,279.12,0,Credit Card,Fri,0
1519,34,470,Sports,50.78,4,13.9,174.89,0,Debit Card,Thu,0
1520,18,40,Beauty,15.4,3,28.6,32.99,0,Debit Card,Sat,0
1521,23,307,Books,3.8,5,20.6,15.09,0,Debit Card,Sun,0
1522,18,297,Clothing,44.44,2,32.4,60.08,1,Credit Card,Thu,0
1523,35,18,Electronics,227.95,2,38.9,278.55,0,Credit Card,Fri,0
1524,36,165,Clothing,58.3,3,45.0,96.2,0,UPI,Sun,0
1525,33,338,Books,20.88,3,9.6,56.63,1,Credit Card,Sat,0
1526,51,411,Beauty,17.46,6,44.0,58.67,1,UPI,Wed,0
1527,52,558,Electronics,251.08,4,37.2,630.71,0,PayPal,Mon,0
1528,36,101,Electronics,283.9,5,13.4,1229.29,0,PayPal,Fri,0
1529,18,429,Books,7.43,3,11.4,19.75,0,Debit Card,Thu,0
1530,45,185,Clothing,53.65,2,41.0,63.31,0,Credit Card,Mon,0
1531,45,37,Electronics,111.86,3,7.7,309.74,0,Debit Card,Mon,0
1532,42,263,Electronics,155.56,5,15.0,661.13,0,PayPal,Sun,0
1533,50,450,Books,36.23,4,0.1,144.78,0,Debit Card,Mon,0
1534,24,195,Home,73.21,2,16.3,122.55,0,UPI,Sat,0
1535,62,499,Beauty,65.32,3,45.0,107.78,1,Credit Card,Sat,0
1536,26,396,Clothing,28.77,3,9.5,78.11,0,PayPal,Fri,0
1537,47,128,Electronics,380.3,6,27.4,1656.59,0,Debit Card,Sat,1
1538,18,27,Beauty,24.23,4,23.7,73.95,0,Debit Card,Fri,0
1539,27,401,Sports,81.14,1,4.7,77.33,0,Credit Card,Fri,0
1540,56,369,Clothing,40.58,3,36.6,77.18,0,PayPal,Mon,0
1541,35,83,Beauty,31.24,2,5.2,59.23,0,Debit Card,Tue,0
1542,48,55,Beauty,36.95,2,44.0,41.38,0,COD,Sat,0
1543,41,140,Sports,48.41,2,6.5,90.53,0,PayPal,Sat,0
1544,37,384,Home,118.53,1,22.0,92.45,0,Debit Card,Sat,0
1545,54,84,Electronics,200.45,2,37.1,252.17,0,Credit Card,Sat,0
1546,35,579,Electronics,234.15,1,7.9,215.65,0,Credit Card,Fri,0
1547,18,616,Beauty,11.89,1,45.0,6.54,0,Debit Card,Sat,0
1548,28,100,Beauty,26.66,2,17.7,43.88,0,PayPal,Thu,0
1549,45,44,Home,144.26,3,31.0,298.62,0,Credit Card,Thu,0
1550,43,70,Electronics,280.55,3,18.6,685.1,0,UPI,Mon,0
1551,19,1455,Electronics,300.04,1,15.5,253.53,1,UPI,Sat,0
1552,29,85,Home,86.3,2,5.6,162.93,0,Credit Card,Wed,0
1553,31,68,Sports,107.88,2,14.4,184.69,0,UPI,Sun,0
1554,34,48,Clothing,49.78,2,11.2,88.41,0,COD,Wed,0
1555,21,24,Books,4.09,3,5.8,11.56,0,PayPal,Thu,0
1556,30,33,Home,116.6,2,10.7,208.25,0,PayPal,Sat,0
1557,29,1379,Sports,82.87,1,43.6,46.74,0,Credit Card,Sun,0
1558,47,6,Beauty,37.4,3,45.0,61.71,0,Debit Card,Sat,0
1559,48,275,Electronics,191.06,4,1.6,752.01,0,Debit Card,Sat,1
1560,36,46,Books,18.66,6,29.6,78.82,0,Credit Card,Tue,0
1561,33,336,Beauty,48.86,4,24.2,148.14,0,Debit Card,Mon,0
1562,40,61,Sports,70.92,7,16.7,413.53,0,Credit Card,Wed,0
1563,28,776,Home,47.66,3,24.4,108.09,0,Credit Card,Tue,0
1564,24,1016,Electronics,176.54,4,21.5,554.34,1,Credit Card,Sat,0
1565,27,550,Home,64.46,2,4.4,123.25,1,Credit Card,Sun,0
1566,30,372,Books,9.02,5,21.1,35.58,0,Credit Card,Mon,0
1567,24,481,Clothing,21.49,4,24.8,64.64,1,Debit Card,Sat,0
1568,40,304,Sports,116.29,4,9.5,420.97,0,COD,Sat,0
1569,47,174,Clothing,33.11,3,25.9,73.6,0,Debit Card,Mon,0
1570,19,41,Sports,45.28,4,25.3,135.3,0,PayPal,Sat,0
1571,38,521,Home,45.61,2,8.7,83.28,0,Credit Card,Sun,0
1572,35,421,Electronics,297.94,2,15.8,501.73,0,COD,Tue,0
1573,42,105,Home,89.58,3,14.1,230.85,0,Debit Card,Thu,0
1574,38,280,Books,15.92,1,13.6,13.75,1,COD,Wed,0
1575,21,6,Beauty,27.03,2,45.0,29.73,0,UPI,Sat,0
1576,23,253,Home,101.56,2,26.6,149.09,0,UPI,Sat,0
1577,38,171,Electronics,185.98,5,19.5,748.57,0,COD,Thu,0
1578,50,22,Sports,29.91,3,21.1,70.8,0,UPI,Wed,0
1579,18,3,Home,45.27,4,11.2,160.8,0,COD,Sat,0
1580,42,138,Clothing,28.12,5,21.1,110.93,0,Debit Card,Mon,0
1581,52,792,Sports,66.07,3,3.4,191.47,0,Credit Card,Sun,0
1582,36,1158,Electronics,304.64,1,2.7,296.41,1,PayPal,Thu,0
1583,45,1607,Electronics,367.48,2,42.5,422.6,1,Debit Card,Fri,0
1584,30,519,Home,45.98,3,15.4,116.7,1,Credit Card,Fri,0
1585,37,475,Books,21.76,5,19.9,87.15,0,UPI,Sat,0
1586,19,94,Home,61.17,3,37.1,115.43,0,Credit Card,Mon,0
1587,18,22,Sports,166.93,4,1.6,657.04,0,Credit Card,Tue,0
1588,49,763,Clothing,73.03,2,11.6,129.12,0,Credit Card,Fri,0
1589,26,1726,Sports,108.85,3,10.3,292.92,1,Debit Card,Fri,0
1590,33,228,Electronics,291.34,4,33.4,776.13,0,Credit Card,Tue,0
1591,21,205,Electronics,251.46,4,22.9,775.5,0,PayPal,Wed,0
1592,21,181,Electronics,191.09,4,45.0,420.4,0,PayPal,Wed,0
1593,36,90,Electronics,178.37,3,5.0,508.35,0,Credit Card,Sat,0
1594,29,321,Home,62.62,2,18.3,102.32,0,Credit Card,Wed,0
1595,43,860,Beauty,37.24,2,25.8,55.26,1,Credit Card,Sun,0
1596,43,164,Beauty,51.8,1,39.9,31.13,0,UPI,Wed,0
1597,42,9,Beauty,26.48,3,35.3,51.4,0,Debit Card,Tue,0
1598,41,525,Electronics,170.85,3,20.5,407.48,0,Debit Card,Mon,0
1599,57,523,Beauty,17.85,2,30.2,24.92,0,UPI,Sat,0
1600,25,961,Clothing,49.02,3,24.2,111.47,1,Credit Card,Sat,0
1601,37,1294,Books,27.08,6,8.2,149.16,0,Credit Card,Sat,0
1602,52,746,Books,36.57,5,9.8,164.93,1,UPI,Thu,0
